id	Total spend	Sector	Venue	Number of courses 	Mini subscription or 5 day deal	Privilege card	subscription	Answertree	Building Predictive Models	Introduction to CHAID	Classification and Clustering	Data Entry	FastTrack	Intermediate Techniques	Introduction to SPSS	Introduction to SPSS and Statistics	Mapinfo	Perceptial Mapping	Market Segmentation	Neural Connections	Scripting	Introduction to Statistics	Tables	Time Series	ANOVA models
546	545	Commercial	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
547	545	Commercial	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
548	0	Commercial	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
549	695	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
550	495	Central Gov\t'	Manchester	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
551	995	Commercial	SPSS WOKING	5	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0
552	1995	Commercial	SPSS WOKING	8	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0
554	1495	Commercial	SPSS WOKING	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
560	545	Commercial	SPSS WOKING	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
561	17.02	Education	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
562	80.86	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
563	350	Commercial	SPSS WOKING	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
564	345	Commercial	Edinburgh	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
565	345	Commercial	Edinburgh	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
567	345	Commercial	SPSS WOKING	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
568	345	Commercial	Manchester	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
569	345	Commercial	Manchester	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
570	80.86	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
571	545	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
572	545	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
573	890	Central Gov\t'	SPSS WOKING	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
574	545	Commercial	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
575	145	Commercial	IDM	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
576	145	Commercial	IDM	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
577	2400	Commercial	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
578	650	Commercial	SPSS WOKING	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
579	0	Local Gov\t'	Manchester	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
580	440	Commercial	SPSS WOKING	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
581	570	Commercial	Edinburgh	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
582	250	Commercial	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
585	45	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
586	995	Central Gov\t'	SPSS WOKING	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
587	995	Local Gov\t'	SPSS WOKING	16	0	0	1	0	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0
588	495	Commercial	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
589	495	Commercial	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
590	1090	Health	SPSS WOKING	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
591	1090	Health	SPSS WOKING	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
592	545	Health	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
593	495	Health	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
595	545	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
596	545	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
597	745	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
598	745	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
600	990	Central Gov\t'	Sheffield	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
601	545	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
602	545	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
603	545	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
604	272.5	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
605	345	Local Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
606	295	Local Gov\t'	SPSS WOKING	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607	345	Local Gov\t'	SPSS WOKING	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
608	890	Local Gov\t'	SPSS WOKING	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
609	295	Local Gov\t'	SPSS WOKING	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
611	345	Local Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
612	295	Local Gov\t'	SPSS WOKING	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
613	495	Local Gov\t'	Sheffield	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
617	2550	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618	495	Central Gov\t'	Manchester	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
619	545	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
620	545	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
621	545	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
622	695	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
623	890	Central Gov\t'	SPSS WOKING	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
624	790	Central Gov\t'	SPSS WOKING	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
625	545	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
626	345	Central Gov\t'	SPSS WOKING	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
627	345	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
628	995	Central Gov\t'	SPSS WOKING	6	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
629	745	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
630	1495	Central Gov\t'	SPSS WOKING	4	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
631	0	Central Gov\t'	SPSS WOKING	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
632	745	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
633	745	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
634	345	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
635	247.5	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
636	495	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
637	495	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
638	247.5	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
639	495	Central Gov\t'	SPSS WOKING	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
644	545	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
648	745	Central Gov\t'	Edinburgh	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
649	345	Central Gov\t'	Belfast	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
650	695	Central Gov\t'	Belfast	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
651	345	Central Gov\t'	Belfast	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
652	695	Central Gov\t'	Belfast	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
656	345	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
658	0	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
660	495	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
661	495	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
662	290	Commercial	SPSS WOKING	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
663	695	Commercial	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
682	495	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
683	790	Central Gov\t'	SPSS WOKING	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
684	540	Central Gov\t'	SPSS WOKING	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
686	295	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
687	495	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
688	545	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
689	745	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
690	1290	Central Gov\t'	SPSS WOKING	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
691	745	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
692	95	Health	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
693	2930	Health	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
696	345	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
698	345	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
699	345	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
700	345	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
701	545	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
702	345	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
703	345	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
704	545	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
705	545	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
706	545	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
707	545	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
708	345	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
709	495	Local Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
710	495	Local Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
711	75	Local Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
712	145	Commercial	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
713	545	Commercial	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
714	745	Commercial	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
715	745	Commercial	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
716	545	Commercial	SPSS WOKING	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
717	1495	Commercial	SPSS WOKING	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
718	545	Commercial	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
719	545	Commercial	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
720	1240	Commercial	SPSS WOKING	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
721	177	Health	Manchester	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
722	177	Health	Manchester	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
723	990	Health	Sheffield	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
724	0	Commercial	SPSS WOKING	6	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0
726	0	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
728	4900	Central Gov\t'	SPSS WOKING	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
729	745	Central Gov\t'	SPSS WOKING	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
730	0	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
732	345	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
733	0	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
734	0	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
735	0	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
736	0	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
737	345	Commercial	SPSS WOKING	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
738	762.02	Commercial	SPSS WOKING	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
739	0	Health	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
740	695	Local Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
741	75	Health	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
742	45	Commercial	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
743	145	Local Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
744	345	Health	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
745	695	Local Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
746	495	Local Gov\t'	Manchester	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
747	695	Local Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
748	495	Local Gov\t'	Manchester	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
749	545	Commercial	Sheffield	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
750	345	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
751	345	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
752	545	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
753	695	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
754	495	Central Gov\t'	Edinburgh	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
755	695	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
756	995	Commercial	SPSS WOKING	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
757	295	Commercial	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
758	295	Commercial	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
761	2540	Commercial	SPSS WOKING	6	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
762	2490	Commercial	SPSS WOKING	7	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
763	495	Health	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
764	145	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
765	177	Health	Edinburgh	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
766	75	Health	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
767	1045	Health	SPSS WOKING	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
768	500	Health	SPSS WOKING	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
769	500	Health	SPSS WOKING	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
770	500	Health	SPSS WOKING	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
771	345	Local Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
772	295	Health	Newcastle	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
773	495	Health	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
774	495	Health	SPSS WOKING	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
775	0	Health	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
776	145	Local Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
777	0	Local Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
778	695	Health	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
779	145	Health	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
780	145	Health	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
781	145	Health	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
782	145	Local Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
783	345	Health	SPSS WOKING	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
786	495	Commercial	Sheffield	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
787	345	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
788	345	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
789	172.5	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
790	695	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
791	1190	Central Gov\t'	SPSS WOKING	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
792	345	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
793	545	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
794	75	Education	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
795	640	Health	SPSS WOKING	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
796	745	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
797	265.5	Central Gov\t'	Edinburgh	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
798	80.86	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
799	545	Commercial	Manchester	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
801	840	Central Gov\t'	Sheffield	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
802	545	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
803	695	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
804	345	Central Gov\t'	Edinburgh	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
805	345	Central Gov\t'	Edinburgh	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
808	745	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
810	640	Central Gov\t'	Edinburgh	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
814	495	Central Gov\t'	Sheffield	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
815	695	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
816	545	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
818	495	Central Gov\t'	Sheffield	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
819	0	Education	SPSS WOKING	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
820	495	Local Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
821	5570	Local Gov\t'	SPSS WOKING	5	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
822	495	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
823	495	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
824	495	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
825	495	Central Gov\t'	SPSS WOKING	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
